"716";"5908"
"392334";"445512"
"32386";"487585"
"306036";"308774"
"57192";"378611"
"44893";"193096"
"313298";"458960"
"57192";"88051"
"308774";"445512"
"11142";"280991"
"44633";"347364"
"307499";"487585"
"131385";"392334"
"300606";"391069"
"11142";"164366"
"57192";"83626"
"32386";"313298"
"193096";"333685"
"32386";"307499"
"44633";"458960"
"208278";"313298"
"83626";"378611"
"44893";"208278"
"11142";"445512"
"208278";"392334"
"347364";"458960"
"306036";"445512"
"88051";"378611"
"11142";"83626"
"164366";"280991"
"333685";"392334"
"5908";"188712"
"44633";"313298"
"44633";"392334"
"208278";"347364"
"164366";"445512"
"193096";"313298"
"83626";"308774"
"5908";"225168"
"280991";"347364"
"313298";"347364"
"44893";"333685"
"44893";"458960"
"193096";"208278"
"32386";"44893"
"188712";"225168"
